Timestamp	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-expect	env-language-powershell	env-language-other	env-virtual-network	env-server-automation	env-location	org-preference	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	software-upgrade	software-validation	anomaly-detection-sources	anomaly-detection-signal	transition-team-how-long	transition-team-actions	transition-self-how-long	transition-self-nbr-hours	transition-self-find-time	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-topics-sot	trend-topics-graph-db	trend-topics-network-health	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-nornir	trend-tools-netbox	trend-tools-elk	trend-tools-tsdb	trend-tools-kentik	trend-tools-nso	trend-tools-git	trend-tools-network-verification	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	feedback
10/11/19 14:02	1001-5000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI"	"Datacenter, Campus/User Access, WAN"	A lot	None	None	None	None	A little	None	None	None	We are not using virtual network devices for training or qualification	We don't have automation for servers	Europe	use open source without support	"Troubleshooting, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	CA Spectrum	Partially	Yes	"Nornir, NAPALM"	1 to 5 per week	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, sFlow/Netflow"	Up/Down/Threshold alert	Less than 1 year	Some of us learned on their own	Less than 1 year	201-1000	Learned on my own time	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	I don't know	Currently evaluating it	Thinking about it	I don't know	Thinking about it	Thinking about it	No interest	No interest	I don't know	Currently Evaluating it	Already in production	I don't know	No interest	No interest	No interest	I don't know	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	
10/11/19 14:40	5001-10000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco ASA"	"Datacenter, Campus/User Access, WAN"	None									"Docker Compose, EVE-NG"	RunDeck	Europe	use open source with support	"Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Compliance Checks"	Solarwind NCM	No	Yes	Custom scripts using common libraries (netmiko/napalm)	More than 1 a day	1 to 5 per month	Low level custom scripts (Python paramiko/socket)	We haven’t automated software qualification			Less than 1 year	Some of us learned on their own	1 to 2 years	201-1000	Learned on my own time	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know																	no
10/11/19 15:41	251-1000	"Cisco IOS/IOS XE, Huawei, Nokia"	Service Provider / Edge	A little	None	None	None	None	None	None	None	None	We are not using virtual network devices for training or qualification		Europe	"no prefered approach, varies on case by case"	"Software upgrade, Fault Remediation, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks, Topology Mapping"	"Vendor specific tools, Solarwind NCM, Neccs "	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	1 to 5 per week	Network vendor specific tools		"ICMP/PING, External probes (pingmesh), SNMP, Syslog, sFlow/Netflow"	"Up/Down/Threshold alert, Events correlation / rule engine"	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"			Attended formal training																											
10/11/19 15:47	50001+	Arista	Datacenter	A lot	A little	A lot	None	A little	A lot	None	None	A lot	"Vagrant, Docker Compose, Kubernetes, Non-VMWare hypervisor (KVM et al.), Homemade solution"	"Ansible, SaltStack"	North America	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Software upgrade, Fault Remediation, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks, Topology Mapping"	Version control	Yes	No	"Ansible, SaltStack"	More than 1 a day	1 to 5 per week	"Ansible, SaltStack"	"Ansible, Robot Framework / Behave, SaltStack"	API	"Up/Down/Threshold alert, Events correlation using AI/ML, Proactive monitoring data analysis using AI/ML"	2 to 5 years	"Some of us learned on their own, We participated in hackathon(s)"	Less than 1 year	0-200	Learned on my own time	Already in production	Already in production	Already in production	Already in production	Already in production	Already in production	Already in production	Already in production	Already in production	Already in production	Already in production	No interest	No interest	Already in production	No interest	No interest	No interest	No interest	Already in production	No interest	No interest	Already in production	No interest	Already in production	Already in production	Already in production	
10/11/19 17:08	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, HPE/Aruba, Amazon AWS, Checkpoint"	"Datacenter, Campus/User Access, Internet Peering, WAN, Public Cloud"	A little	None	None	None	None	A little	None	None		VMWare	"Ansible, Microsoft SCCM"	North America	"no prefered approach, varies on case by case"	"Configuration generation, Data Collection / Reporting"	Solarwind NCM	No	Yes	"Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	1 to 5 per week	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification		"Up/Down/Threshold alert, We haven’t automated the detection of anomaly"	Less than 1 year	Some of us learned on their own				Thinking about it	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	I don't know	Thinking about it	I don't know	Thinking about it	Currently Evaluating it	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	Currently Evaluating it	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	
10/11/19 17:16	1001-5000	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Juniper"	"Datacenter, Campus/User Access, WAN"	A lot					None			A little	We are not using virtual network devices for training or qualification	Ansible	Europe	use open source with support	"Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	Version control	No	Yes	"Ansible, Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	1 to 5 per month					1 to 2 years	Some of us learned on their own	Less than 1 year	0-200	Dedicated some time per week at work				Thinking about it	Thinking about it	Thinking about it		Currently evaluating it	Currently evaluating it	Currently evaluating it	Already in production							Already in production	Already in production			Already in production	Currently Evaluating it				
10/11/19 18:41	51-250	"Arista, Cisco IOS/IOS XE, Google GCP, F5"	"Datacenter, Campus/User Access, Public Cloud"	A little	None	None	None	None	A little	None	None	None	"Vagrant, Docker Compose, Non-VMWare hypervisor (KVM et al.), GNS3"	"Ansible, Puppet"	Europe	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving"	"Version control, Rancid/Oxidized"	Partially	Yes	Excel macros	More than 1 a day		Network vendor specific tools	We haven’t automated software qualification	Routing Information	We haven’t automated the detection of anomaly	Less than 1 year	Some of us took some network automation / programming training	2 to 5 years	201-1000	Learned on my own time	Already in production	Thinking about it	Currently evaluating it	Already in production	Already in production	Already in production	No interest	Thinking about it	No interest	Already in production	Already in production		Already in production	Thinking about it	Thinking about it	Thinking about it	Already in production	Already in production	Already in production	I don't know	I don't know	Already in production	Thinking about it		Already in production	I don't know	
10/11/19 18:55	0-50	"Cisco IOS/IOS XE, Juniper, HPE/Aruba"	"Datacenter, Campus/User Access"	A lot	None	None	None	None	None	None	A little	None	"Vagrant, VMWare, Docker Compose, Kubernetes, GNS3, EVE-NG"	"Ansible, SaltStack, Stackstorn"	North America	build internally	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Software qualification, Troubleshooting, Fault Remediation, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks, Topology Mapping"	"Version control, Vendor specific tools, We are not keeping track of that"	No	Yes	"Ansible, SaltStack, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm), Network vendor specific tools"	1 to 5 per month	Less than 1 per month	"Network vendor specific tools, We haven't automated software upgrades"	We haven’t automated software qualification	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow, Routing Information, API, Streaming Telemetry"	We haven’t automated the detection of anomaly	More than 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We participated in hackathon(s)"	More than 5 years	More than 4000	Learned on my own time	Currently evaluating it	Already in production	Currently evaluating it	Already in production	Thinking about it	Currently evaluating it	Thinking about it	Already in production	Thinking about it	Already in production	Currently Evaluating it			Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it			Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	
10/11/19 19:30	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge, Public Cloud"	A little	None	A little	None	None	A little	A little	A little	A little	"VMWare, Docker Compose, GNS3, EVE-NG"	We don't have automation for servers	Australia / Oceania / Pacific Islands	use open source without support	"Configuration generation, Configuration deployment, Software qualification, Software upgrade"	"Rancid/Oxidized, Vendor specific tools"	No	Yes	"Excel macros, Ansible, SaltStack"	More than 1 a day	Less than 1 per month	"SaltStack, Low level custom scripts (Python paramiko/socket), Network vendor specific tools"	"SaltStack, Custom scripts using common libraries (netmiko/napalm), Network vendor specific tools"		"Up/Down/Threshold alert, Events correlation / rule engine"	1 to 2 years	Some of us learned on their own	1 to 2 years	0-200	Learned on my own time	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	No interest	Thinking about it	Currently evaluating it	No interest	Currently evaluating it	Already in production	No interest	No interest	Already in production	Already in production	No interest	No interest	Thinking about it	No interest	No interest	Currently Evaluating it	Currently Evaluating it	No interest	No interest	Thinking about it	Already in production	
10/11/19 20:08	0-50	Cisco NX-OS/ACI	Datacenter	A little									"VMWare, GNS3"		Asia	use open source without support		"Low level custom scripts (Python paramiko/socket), Solarwind NCM"	No	Yes	"Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	Less than 1 per month	Less than 1 per month	"Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"		"SNMP, Syslog"	We haven’t automated the detection of anomaly	Less than 1 year	Some of us learned on their own	Less than 1 year	0-200	Learned on my own time	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it				Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	
10/11/19 23:11	1001-5000	"Cisco IOS/IOS XE, Juniper"	"Datacenter, WAN"	A little	None	None	None	None	A little	A little	None	None	"OpenStack, GNS3, Homemade solution"	Ansible	Asia	use open source with support	"Configuration deployment, Pre/Post Change Checks, Data Collection / Reporting"	Version control	Partially	No	Ansible	1 to 5 per week	Less than 1 per month	Ansible	Ansible	"ICMP/PING, External probes (pingmesh), SNMP"	Events correlation / rule engine	1 to 2 years	"Some of us took some network automation / programming training, We engaged a consulting firm to help get started, We hired dedicated Network Automation Engineer(s)"	1 to 2 years	201-1000	Transitioned into the new role full-time and learned on the job	Already in production	Currently evaluating it	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	No interest	Currently evaluating it	No interest	Thinking about it	Already in production	No interest	No interest	No interest	Thinking about it	I don't know	I don't know	Already in production	Thinking about it	I don't know	No interest	Already in production	Currently Evaluating it	Thinking about it	Already in production	No interest	
10/12/19 0:18	251-1000	"Dell/EMC, Juniper, HPE/Aruba, Amazon AWS, Microsoft Azure, Quanta"	"Datacenter, Public Cloud"	A lot	A little	None	None	None	A little	None	None	None	"Vagrant, OpenStack"	Ansible	Europe	use open source without support	"Configuration generation, Data Collection / Reporting, Compliance Checks, Topology Mapping"	"Version control, Custom scripts using common libraries (netmiko/napalm)"	Partially	Yes	NAPALM	More than 1 a day	1 to 5 per week	We haven't automated software upgrades	We haven’t automated software qualification	SNMP	"Up/Down/Threshold alert, Proactive monitoring data analysis using AI/ML"	1 to 2 years	Some of us learned on their own	2 to 5 years	1001-4000	Learned on my own time	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it		Currently evaluating it		Already in production	Currently evaluating it	Already in production	Already in production	No interest	No interest	No interest	Already in production	Currently Evaluating it	Already in production	Already in production	Already in production	Thinking about it	Thinking about it	Already in production	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	Thinking about it	
10/12/19 0:29	51-250	"Cisco IOS/IOS XE, Cisco IOS XR, Juniper"	Service Provider / Edge	A little	None	None	None	None	None	None	None	None	We are not using virtual network devices for training or qualification	SaltStack	Europe	"no prefered approach, varies on case by case"	Configuration generation	We are not keeping track of that	No	Yes	Low level custom scripts (Python paramiko/socket)	Less than 1 per month	1 to 5 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog"	"Up/Down/Threshold alert, Events correlation / rule engine"	Less than 1 year	Some of us learned on their own				Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently Evaluating it	No interest	Thinking about it	Currently Evaluating it	No interest	Thinking about it	I don't know	Thinking about it	Already in production	I don't know	I don't know	Thinking about it	I don't know	
10/12/19 1:11	0-50	"Arista, Cisco IOS/IOS XE, Juniper"	Campus/User Access	A little					A little				EVE-NG	Puppet	Asia	use open source without support	Configuration archiving	Version control	Partially	Yes	We haven't automated the generation or deployment of our configurations	Less than 1 per month	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	ICMP/PING	Up/Down/Threshold alert	1 to 2 years	Some of us learned on their own				Thinking about it	No interest	No interest	Thinking about it	Already in production	No interest	No interest	Currently evaluating it	No interest	Currently evaluating it	Thinking about it	No interest	Already in production	No interest	Currently Evaluating it	Already in production	Already in production	Already in production	Currently Evaluating it								
10/12/19 2:13	50001+	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper"		A lot									Non-VMWare hypervisor (KVM et al.)	Ansible	Europe	"no prefered approach, varies on case by case"	"Configuration generation, Configuration deployment, Software upgrade"	Version control	Yes	Yes	SaltStack	1 to 5 per month	Not sure	Low level custom scripts (Python paramiko/socket)	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog"	Up/Down/Threshold alert	Less than 1 year	Some of us learned on their own	1 to 2 years	201-1000	Dedicated some time per week at work	Currently evaluating it	Currently evaluating it	No interest	Currently evaluating it	Currently evaluating it	Currently evaluating it	No interest	Currently evaluating it	Currently evaluating it	Currently evaluating it				Already in production	Already in production				Already in production	Already in production		Already in production					
10/12/19 2:53	1001-5000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, VMWare, HPE/Aruba"	"Datacenter, Campus/User Access"	A little		A little			A little		A little		"GNS3, Vendor provided solution (VIRL / Junosphere .. )"	"Vendor Specific, Cisco Prime and Aruba Airwave"	Europe	"no prefered approach, varies on case by case"	"Software upgrade, Compliance Checks"	"Version control, FTP/SCP/TFTP, Rancid/Oxidized, Vendor specific tools"	No	Yes		More than 1 a day	1 to 5 per month	Network vendor specific tools	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog"	We haven’t automated the detection of anomaly	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	1001-4000	Dedicated some time per week at work	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently Evaluating it		Already in production				Currently Evaluating it	Currently Evaluating it	Currently Evaluating it								
10/12/19 3:05	5001-10000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper, Nokia"	"Datacenter, Internet Peering, WAN, Service Provider / Edge"	A lot					A little	A little			"Non-VMWare hypervisor (KVM et al.), EVE-NG"	"Ansible, Vendor Specific"	Europe	"no prefered approach, varies on case by case"	"Configuration generation, Configuration deployment, Software qualification, Fault Remediation, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks, Topology Mapping"	"Version control, Rancid/Oxidized"	No	Yes	"Excel macros, Ansible, Low level custom scripts (Python paramiko/socket), Controller (ODL/DNAC/NSX/OpenContrail...)"	1 to 5 per week	1 to 5 per week	Low level custom scripts (Python paramiko/socket)	Robot Framework / Behave	"ICMP/PING, Other active probes (IP SLA/RPM), External probes (pingmesh), SNMP, Routing Information"	Up/Down/Threshold alert	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	2 to 5 years	201-1000	Learned on my own time	Currently evaluating it	Currently evaluating it	Thinking about it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Thinking about it	Currently evaluating it	I don't know	Thinking about it	Already in production				Already in production							Already in production	Currently Evaluating it	Already in production	Currently Evaluating it		"Some of the main challenges faced: 1. Organisational culture - trying to change the mindset 2. The vendor we mostly work with have very limited open source support for network automation libraries, so we had to build our own. 3. Still having to do screen scraping in this age!"
10/12/19 3:28	5001-10000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, VMWare, Microsoft Azure"	"Datacenter, Campus/User Access, WAN, Public Cloud"	A little	None	A little	None	None	A little	None	A little		"VMWare, GNS3"	"Ansible, Chef, Vendor Specific, Microsoft SCCM"	North America	use open source with support	"Configuration deployment, Troubleshooting, Data Collection / Reporting, Compliance Checks"	"Vendor specific tools, Solarwind NCM, Microsoft Excel"	Partially	Yes	"Excel macros, Ansible, Network vendor specific tools"	1 to 5 per week	1 to 5 per month	Solarwind NCM	"Ansible, Network vendor specific tools"	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information"	"Up/Down/Threshold alert, Events correlation / rule engine"	2 to 5 years	Some of us learned on their own				Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	No interest	Thinking about it	Currently Evaluating it	Currently Evaluating it										Currently Evaluating it					
10/12/19 3:34	251-1000	Huawei	"Datacenter, Internet Peering, WAN, Service Provider / Edge"	A little									Non-VMWare hypervisor (KVM et al.)		Europe	use open source without support	"Configuration archiving, Troubleshooting, Data Collection / Reporting"	Custom scripts using common libraries (netmiko/napalm)	No	Yes	"NAPALM, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	1 to 5 per week				"SNMP, sFlow/Netflow"		Less than 1 year		1 to 2 years	201-1000	Learned on my own time		Thinking about it	Thinking about it			Currently evaluating it		Currently evaluating it	Currently evaluating it	Currently evaluating it					Thinking about it	Thinking about it	Thinking about it	Currently Evaluating it	Currently Evaluating it								
10/12/19 3:40	10001-50000	"Cisco IOS/IOS XE, Cisco IOS XR, Juniper, HPE/Aruba"	"Campus/User Access, WAN"	A little	None	None	None	None	A lot	None	A little	None	"VMWare, Docker Compose, Kubernetes, GNS3, EVE-NG"	Vendor Specific	North America	"no prefered approach, varies on case by case"	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting"	FTP/SCP/TFTP	Yes	Yes	"Excel macros, NSO (Tail-F)"		1 to 5 per week	We haven't automated software upgrades		"SNMP, Syslog"	"Up/Down/Threshold alert, Events correlation / rule engine"	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	2 to 5 years	201-1000	Learned on my own time	Thinking about it	Thinking about it	I don't know	Currently evaluating it	Already in production	Thinking about it	Thinking about it	I don't know	No interest	Currently evaluating it	Thinking about it		Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	Already in production	Thinking about it	No interest	No interest	Thinking about it	No interest	
10/12/19 4:30	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper, VMWare"	Datacenter						None			None	"VMWare, Docker Compose, Kubernetes, GNS3"	Ansible	North America	"no prefered approach, varies on case by case"	"Configuration deployment, Data Collection / Reporting, Compliance Checks"	Rancid/Oxidized	Partially	Yes	Ansible	Not sure	Not sure	Ansible	Ansible	"ICMP/PING, Routing Information"	"Up/Down/Threshold alert, Events correlation / rule engine"	Less than 1 year	We hired dedicated Network Automation Engineer(s)	Less than 1 year	0-200	Dedicated some time per week at work											Currently Evaluating it																
10/12/19 4:43	50001+	"Big Switch, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper, Palo Alto"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge, Public Cloud"	A little									"VMWare, Vendor provided solution (VIRL / Junosphere .. )"	Vendor Specific	Asia	build internally	"Configuration deployment, Configuration archiving, Software qualification, Fault Remediation, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks"	Vendor specific tools	No	Yes	"HPE Network Automation (HP NA), Custom scripts using common libraries (netmiko/napalm), Network vendor specific tools"	1 to 5 per week	1 to 5 per week	"Custom scripts using common libraries (netmiko/napalm), Network vendor specific tools"	Network vendor specific tools	"SNMP, Syslog"	"Up/Down/Threshold alert, Events correlation using AI/ML, Proactive monitoring data analysis using AI/ML"	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We participated in hackathon(s)"	Less than 1 year	0-200	Learned on my own time	Currently evaluating it	Already in production	Thinking about it	Already in production	Already in production	Already in production	Already in production	Thinking about it	Already in production	Already in production													Currently Evaluating it				
10/12/19 4:51	1001-5000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge"									None	"VMWare, GNS3"		Asia	"no prefered approach, varies on case by case"																																											
10/12/19 4:55	51-250	"Big Switch, Cisco IOS/IOS XE, Juniper, HPE/Aruba, Huawei, Amazon AWS"	"Campus/User Access, Service Provider / Edge"	A little		A lot		A lot			A little		"OpenStack, GNS3"	We don't have automation for servers	Asia	buy	"Configuration deployment, Troubleshooting, Compliance Checks"	"FTP/SCP/TFTP, Low level custom scripts (Python paramiko/socket), HPE Network Automation (HP NA), Microsoft Excel"	Partially	Yes	"HPE Network Automation (HP NA), Network vendor specific tools"	1 to 5 per week	1 to 5 per month	Solarwind NCM	Network vendor specific tools	"ICMP/PING, SNMP, Routing Information"	Up/Down/Threshold alert	More than 5 years	We engaged a consulting firm to help get started	Less than 1 year	0-200	Attended formal training		No interest	Thinking about it	Thinking about it			Thinking about it			Thinking about it														I don't know			
10/12/19 5:06	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper, Amazon AWS"	Internet Peering	A lot	A little	A little			A lot				"Vagrant, Docker Compose"	"Ansible, homegrown Python frameworks"	Europe	build internally	"Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Troubleshooting, Fault Remediation, Pre/Post Change Checks, Compliance Checks"	"Version control, Rancid/Oxidized"	Partially	No	"NSO (Tail-F), Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	1 to 5 per week			"ICMP/PING, Other active probes (IP SLA/RPM), External probes (pingmesh), SNMP, Syslog, sFlow/Netflow, Routing Information"	Up/Down/Threshold alert	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We participated in hackathon(s)"	1 to 2 years	201-1000	Transitioned into the new role full-time and learned on the job	Already in production	Currently evaluating it	No interest	Already in production	Already in production	Thinking about it	Thinking about it	Already in production	No interest	Already in production	Already in production	No interest	No interest	Thinking about it	Already in production	Thinking about it	Thinking about it	No interest	Already in production	Already in production	Already in production	Already in production	Currently Evaluating it	Thinking about it	Already in production	Thinking about it	"From my experience, I've learned about automation moving to a DevOps team where I contributed with my networking background while learning from software and system engineering from others, sharing projects and responsibilities"
10/12/19 5:58																																																											
10/12/19 9:10	1001-5000	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Juniper"	"Datacenter, WAN"	A little	None	None	None	None	A lot	None	None	None	"Vagrant, GNS3, We are not using virtual network devices for training or qualification"	Ansible	North America	build internally	"Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Pre/Post Change Checks, Compliance Checks, Topology Mapping"	"Version control, Solarwind NCM"	No	Yes	"Ansible, Nornir, NAPALM"	More than 1 a day	1 to 5 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information, Streaming Telemetry"	We haven’t automated the detection of anomaly	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	Learned on my own time	Already in production	Thinking about it	Already in production	Thinking about it	Thinking about it	Already in production	No interest	Currently evaluating it	Thinking about it	Already in production	Already in production	No interest	No interest	No interest	Already in production	Already in production	Thinking about it	Already in production	Already in production	I don't know	I don't know	Already in production	Thinking about it	Thinking about it	Thinking about it	I don't know	
10/12/19 15:15	50001+	"Extreme Networks (brocade), Cisco IOS/IOS XE, Cisco NX-OS/ACI, VMWare, Google GCP, Microsoft Azure, F5"	"Datacenter, Campus/User Access, Internet Peering, WAN, Public Cloud"	A lot	A little	A little	None	None	A lot	None	None	None	"VMWare, GNS3"	Ansible	North America	buy	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration archiving, Pre/Post Change Checks"	EMC NCM	No	Yes	"Ansible, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	1 to 5 per week	1 to 5 per month	"Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	"Ansible, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"			1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training, We engaged a consulting firm to help get started, We hired dedicated Network Automation Engineer(s)"	2 to 5 years	1001-4000	Learned on my own time	Already in production	Currently evaluating it	Thinking about it	Already in production	Already in production	Currently evaluating it	Thinking about it	Currently evaluating it	Thinking about it	Already in production	Already in production	No interest	No interest	Thinking about it	Already in production	Already in production	Currently Evaluating it	Thinking about it	Currently Evaluating it	I don't know	Thinking about it	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it	
10/12/19 17:59	251-1000	"Cisco IOS/IOS XE, Juniper, HPE/Aruba, Huawei, VMWare"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A lot	None	None	None	None	A lot	A little	A little	None	"VMWare, Docker Compose, Non-VMWare hypervisor (KVM et al.)"	Ansible	Europe	use open source without support	"Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Data Collection / Reporting"	"Version control, FTP/SCP/TFTP, Rancid/Oxidized"	Yes	Yes	"Ansible, Low level custom scripts (Python paramiko/socket)"	1 to 5 per week	1 to 5 per month	"Ansible, Low level custom scripts (Python paramiko/socket)"	"Ansible, Bash scripts "	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	More than 5 years	Some of us learned on their own	Less than 1 year	0-200	Transitioned into the new role full-time and learned on the job	Already in production	Thinking about it	Already in production	No interest	Already in production	No interest	No interest	Already in production	No interest	Already in production	Already in production	No interest	No interest	No interest	Thinking about it	Thinking about it	No interest	Already in production	Thinking about it	No interest	Already in production	Already in production	I don't know	No interest	No interest	No interest	In the topic lists of interest an option like „have evaluated and find not useful“ is missing.
10/12/19 18:48																																																											
