Timestamp	operation-automated	config-track-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	config-automated-changes	config-decide-changes	transport-protocol	software-upgrade	software-validation	telemetry-collect	telemetry-store	anomaly-detection-sources	anomaly-detection-signal	env-virtual-network	sot-present	sot-where	role	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-rust	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-expect	env-language-powershell	env-language-other	env-location	org-preference	culture-blocker	leadership-support	transition-team-how-long	transition-team-actions	transition-self-how-long	transition-self-nbr-hours	transition-self-find-time	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-topics-sot	trend-topics-graph-db	trend-topics-network-verification	trend-topics-keyword-testing	trend-topics-ci	trend-topics-network-health	trend-tools-ansible	trend-tools-terraform	trend-tools-saltstack	trend-tools-napalm	trend-tools-nornir	trend-tools-netbox	trend-tools-elk	trend-tools-grafana	trend-tools-prometheus	trend-tools-influxdb	trend-tools-nso	trend-tools-stackstorm	trend-tools-gns3	trend-tools-eve-ng	trend-tools-cml	feedback
10/8/20 18:24	"Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Software upgrade, Fault Remediation, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks"	"Version control, Another open source project (not listed above)"	Ansible	More than 1 a day	1 to 5 per month	Yes	Yes	"CLI/SSH (Non-Netconf), Netconf, Restconf, gNMI/gRPC"	Ansible	Ansible					We are not using virtual network devices for training or qualification	Yes - we have one or multiple source of data that are accurately representing the network	"An IPAM (Infoblox/Netbox/etc.), Database implementation"	Network Automation Engineer	10001-50000	"Arista, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, Juniper, Palo Alto"	Campus/User Access	A little	A little	None	None	None	None	A little	None	None	None	North America	build internally	Skills Gap	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	"Learned on my own time, Dedicated some time per week at work"	Already in production	Thinking about it	Thinking about it	Already in production	Already in production	Currently evaluating it	No interest	Already in production	Already in production	Thinking about it	No interest	Already in production	Already in production	Already in production	No interest	No interest	Already in production	No interest	No interest	No interest	Already in production	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	
10/8/20 19:59	"Configuration archiving, Data Collection / Reporting, Compliance Checks"	Solarwind NCM	"We haven't automated the generation or deployment of our configurations"	1 to 5 per week	Less than 1 per month		No	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"	We haven’t automated software upgrades	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	"Grafana, We are using a traditional Network Monitoring solution"	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow, Routing Information"	Up/Down/Threshold alert	"EVE-NG, Vendor provided solution (CML/VIRL/Junosphere/etc.)"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.), Source Control (GitHub/GitLab/etc.)"	Network Architect / Engineer	251-1000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco Meraki, Cisco NX-OS/ACI, VMWare"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge"	A lot	None	None	None	None	None	A lot	None	None	None	North America	no prefered approach / varies on case by case	"Budget, Skills Gap"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	1 to 2 years	Some of us learned on their own	More than 5 years	201-1000	Learned on my own time	Thinking about it	Thinking about it	No interest	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	I don't know	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	Thinking about it	No interest	Currently evaluating it	Thinking about it	Already in production	Currently evaluating it	Already in production	Thinking about it	Already in production	No interest	No interest	No interest	Thinking about it	No interest	
10/8/20 22:26	"Configuration archiving, Data Collection / Reporting, Topology Mapping"	FTP/SCP/TFTP		1 to 5 per week	1 to 5 per month	Yes	No	"CLI/SSH (Non-Netconf), Serial Console"	We haven’t automated software upgrades	We haven’t automated software qualification	"Logstash, Another open source project (not listed above), Network vendor specific collector"	"Elasticsearch, Grafana, Kibana"	"SNMP, sFlow/Netflow"	We haven’t automated the detection of anomaly	We are not using virtual network devices for training or qualification	Yes - we have one or multiple source of data that are accurately representing the network	"An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.)"	IT Manager / Decision Maker	251-1000	"Amazon AWS, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Extreme Networks (brocade), Google GCP, HPE, Microsoft Azure, Palo Alto"	"Datacenter, Internet Peering, Public Cloud"	A little	A lot	A lot	A lot	A lot	A lot	A little	A lot	A little	A lot	North America	no prefered approach / varies on case by case	"Time, Budget, Poor leadership / no automation strategy"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	Less than 1 year	"Some of us learned on their own, Involved DevOps team"				Currently evaluating it	Thinking about it	No interest	Currently evaluating it	Already in production	Thinking about it	I don't know	Already in production	Thinking about it	I don't know	I don't know	Already in production	Currently evaluating it	Already in production	Already in production	Thinking about it	Currently evaluating it	I don't know	Already in production	Already in production	Already in production	Currently evaluating it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
10/9/20 0:34	"Configuration generation, Configuration deployment, Configuration archiving"	We are not keeping track of that	Ansible	1 to 5 per week	1 to 5 per month	Yes	No	CLI/SSH (Non-Netconf)	We haven’t automated software upgrades	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	SNMP	We haven’t automated the detection of anomaly	We are not using virtual network devices for training or qualification	No - the configurations of our network devices is our only accurate source of information	"Spreadsheet, An Entreprise CMDB (ServiceNow)"	Network Administrator / Operator	251-1000	"Cisco IOS/IOS XE/Viptela, Cisco NX-OS/ACI, Fortinet, Microsoft Azure"	"Datacenter, Campus/User Access, Internet Peering, WAN, Public Cloud"	A little										Europe	no prefered approach / varies on case by case	"Time, Budget, Skills Gap"	Yes - but we are not seeing real investment (reactive)	Less than 1 year	Some of us learned on their own	1 to 2 years	201-1000	"Learned on my own time, Dedicated some time per week at work"	Currently evaluating it	I don't know	I don't know	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	No interest	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	Already in production	No interest	Currently evaluating it	Currently evaluating it	Thinking about it	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	Thinking about it	No interest	
10/9/20 1:20	"Configuration generation, Configuration deployment, Data Collection / Reporting"	Version control	SaltStack	1 to 5 per month	1 to 5 per month	Yes	No	Netconf	We haven’t automated software upgrades	We haven’t automated software qualification	"Telegraf - SNMP, Telegraf - gNMI, Another open source project (not listed above)"	"Prometheus, Kentik"	ICMP/PING	We haven’t automated the detection of anomaly	GNS3	Yes - we have one or multiple source of data that are accurately representing the network	Source Control (GitHub/GitLab/etc.)	IT Manager / Decision Maker	251-1000	Juniper	"Datacenter, Service Provider / Edge"	A lot									A lot	Middle East	use open source without support	Time	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We participated in hackathon(s)"	1 to 2 years		"Learned on my own time, Dedicated some time per week at work, Transitioned into the new role full-time and learned on the job"	Already in production	Already in production	No interest	Currently evaluating it	Already in production	Currently evaluating it	No interest	Already in production	Currently evaluating it	Currently evaluating it	I don't know	Already in production	I don't know			Already in production	Already in production		Already in production	I don't know	Already in production	Already in production				Already in production			
10/9/20 1:47	"Configuration deployment, Software upgrade, Data Collection / Reporting"	FTP/SCP/TFTP	Excel macros	1 to 5 per week	1 to 5 per month	Yes	No	CLI/SSH (Non-Netconf)	Network vendor specific tools (DNAC/CVP/Space/PI/etc.)	Network vendor specific tools (DNAC/CVP/Space/PI/etc.)			"ICMP/PING, SNMP, Syslog"	Up/Down/Threshold alert	"VMWare, GNS3, Vendor provided solution (CML/VIRL/Junosphere/etc.)"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"Spreadsheet, An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.)"	Network Architect / Engineer	1001-5000	"Checkpoint, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI"	"Datacenter, Campus/User Access, Internet Peering"	A lot	None	None	A little	None	None	A little	None	A little	None	Europe	no prefered approach / varies on case by case	"Time, Fear / Distrust of automation, Skills Gap"	Yes - but we are not seeing real investment (reactive)	1 to 2 years	Some of us learned on their own	1 to 2 years	201-1000	"Learned on my own time, Dedicated some time per week at work"	Thinking about it	Thinking about it	No interest	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	Currently evaluating it	
10/9/20 2:04	"Configuration archiving, Data Collection / Reporting, Topology Mapping"	"Kiwi CatTools, Vendor specific tools, Netbrains"		More than 1 a day	1 to 5 per month	Yes	No	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"			"SNMP Exporter, We are using a traditional Network Monitoring solution"	We are using a traditional Network Monitoring solution	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog"	Up/Down/Threshold alert	GNS3	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"An Entreprise CMDB (ServiceNow), An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.)"	Network Architect / Engineer	251-1000	"Amazon AWS, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, F5, oracle oci and palo alto"	"Datacenter, Campus/User Access, Public Cloud"	A lot										South America	no prefered approach / varies on case by case	"Time, Fear / Distrust of automation, Poor leadership / no automation strategy, Skills Gap"	Yes - but we are not seeing real investment (reactive)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We hired dedicated Network Automation Engineer(s)"			"Learned on my own time, Dedicated some time per week at work"	Already in production	Currently evaluating it	Already in production	Thinking about it	Currently evaluating it	Thinking about it	No interest	No interest	I don't know	Thinking about it	I don't know	Thinking about it	Thinking about it	Already in production	Already in production	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Already in production	No interest	No interest	No interest	No interest	No interest	Already in production	Thinking about it	I don't know	
10/9/20 3:27	Software upgrade	Solarwind NCM		More than 1 a day	Less than 1 per month	Yes	No		Network vendor specific tools (DNAC/CVP/Space/PI/etc.)	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	"ICMP/PING, SNMP, Syslog, sFlow/Netflow"	Up/Down/Threshold alert	"GNS3, EVE-NG"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	An Entreprise CMDB (ServiceNow)	Network Administrator / Operator	1001-5000	"Checkpoint, Cisco IOS/IOS XE/Viptela, Cisco NX-OS/ACI, F5, Palo Alto"	"Datacenter, Campus/User Access"	A lot			A little							Europe	buy	"Time, Fear / Distrust of automation, Security concerns"	Yes - but we are not seeing real investment (reactive)	Less than 1 year	Some of us learned on their own				Thinking about it	Thinking about it	No interest	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	No interest	Thinking about it	No interest	Thinking about it	Thinking about it	No interest	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	No interest	Thinking about it	Currently evaluating it	Currently evaluating it	No interest	
10/9/20 6:52	"Configuration archiving, Data Collection / Reporting"	"Version control, Rancid/Oxidized, Vendor specific tools, Internally developed scripts"	"Ansible, Controller"	More than 1 a day	1 to 5 per month	Yes	No	"CLI/SSH (Non-Netconf), Restconf, Serial Console"	We haven’t automated software upgrades	We haven’t automated software qualification	Logstash	Elasticsearch	"ICMP/PING, Other active probes (IP SLA/RPM), Routing Information"	We haven’t automated the detection of anomaly	"VMWare, Non-VMWare hypervisor (KVM/etc.), GNS3, Homemade solution"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"An Entreprise CMDB (ServiceNow), Source Control (GitHub/GitLab/etc.)"	Network Architect / Engineer	5001-10000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, F5, Juniper, Huawei, VMWare"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge"	A lot	A little	None	None	None	None	A lot	A little	A little		Europe	no prefered approach / varies on case by case	"Poor leadership / no automation strategy, Skills Gap"	Yes - but we are not seeing real investment (reactive)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"																																
10/9/20 7:22	"Configuration generation, Configuration deployment, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting"	Version control	"Ansible, Internally developed scripts"	More than 1 a day	1 to 5 per week	Yes	No	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"	Ansible	"Ansible, Internally developed scripts"	"Node Exporter, Another open source project (not listed above), We are using a traditional Network Monitoring solution"	"InfluxDB, Prometheus, OpenTSDB, Grafana"	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	"VMWare, Docker Compose, Non-VMWare hypervisor (KVM/etc.)"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.), Source Control (GitHub/GitLab/etc.)"	Network Automation Engineer	1001-5000	"Cisco Meraki, HPE, Palo Alto, VMWare"	Datacenter	A lot	None	None	A little	None	None	A lot	None	None	A little	Europe	use open source with support	"Time, Skills Gap"	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	Dedicated some time per week at work	Currently evaluating it	I don't know	No interest	Thinking about it	Thinking about it	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	Thinking about it	Already in production	Already in production	I don't know	No interest	Thinking about it	I don't know	Already in production	No interest	Already in production	Already in production	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	
10/9/20 8:31	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration generation, Fault Remediation, Pre/Post Change Checks, Anomaly detection, Compliance Checks"	Internally developed scripts	"Excel macros, Controller"	More than 1 a day	More than 1 a day	Yes	No	CLI/SSH (Non-Netconf)	We haven’t automated software upgrades	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Routing Information"	"Up/Down/Threshold alert, Events correlation / rule engine"	"OpenStack, GNS3, EVE-NG"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"Spreadsheet, An IPAM (Infoblox/Netbox/etc.)"	IT Manager / Decision Maker	50001+	"Cisco IOS/IOS XE/Viptela, Cisco Meraki, Cisco NX-OS/ACI, Juniper, Palo Alto"	"Datacenter, Internet Peering, WAN, Service Provider / Edge"	A little						A lot	A lot			Europe	buy	"Fear / Distrust of automation, Poor leadership / no automation strategy, Skills Gap, Security concerns"	Yes - but we are not seeing real investment (reactive)	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"		201-1000	Learned on my own time	Currently evaluating it			Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Currently evaluating it			Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it		Thinking about it	Thinking about it	Already in production					Thinking about it		Already in production	Already in production	Thinking about it	
10/9/20 9:04	"Configuration generation, Configuration deployment, Configuration archiving"	"Version control, Rancid/Oxidized"	"Ansible, Another open source project (not listed above)"	More than 1 a day	1 to 5 per month	Yes	No	"CLI/SSH (Non-Netconf), Restconf"	"Ansible, Another open source project (not listed above)"		"SNMP Exporter, Logstash, We are using a traditional Network Monitoring solution"	"Elasticsearch, Grafana, We are using a traditional Network Monitoring solution"	"ICMP/PING, SNMP, Syslog, sFlow/Netflow"	We haven’t automated the detection of anomaly	We are not using virtual network devices for training or qualification	No - the configurations of our network devices is our only accurate source of information	"An IPAM (Infoblox/Netbox/etc.), Source Control (GitHub/GitLab/etc.)"	Network Administrator / Operator	251-1000	"Cisco IOS XR, Cumulus, Nokia, Xyxel"	"Datacenter, Internet Peering, WAN, Service Provider / Edge"	A lot	None	None	None	None	None	A little	A little	None	A little	Europe	use open source without support	"Time, Budget, Poor leadership / no automation strategy, Skills Gap"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	Less than 1 year	Some of us learned on their own	Less than 1 year	201-1000	Dedicated some time per week at work	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	Already in production	I don't know	Currently evaluating it	Thinking about it	I don't know	I don't know	Thinking about it	Already in production	Already in production	No interest	No interest	Thinking about it	No interest	Currently evaluating it	Already in production	Already in production	Thinking about it	Thinking about it	I don't know	I don't know	No interest	I don't know	I don't know	
10/9/20 9:21	Configuration deployment	Version control	Ansible	1 to 5 per week	Less than 1 per month	Yes	No	CLI/SSH (Non-Netconf)	Ansible		Logstash	Kibana	"ICMP/PING, SNMP"	Up/Down/Threshold alert	"VMWare, Non-VMWare hypervisor (KVM/etc.), EVE-NG"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	Source Control (GitHub/GitLab/etc.)	Network Architect / Engineer	251-1000	"Amazon AWS, Arista, Google GCP, Juniper, HPE"	Campus/User Access	A little	None	None	None	A little	None	A little	None	None	None	North America	use open source without support	Skills Gap	Yes - but we are not seeing real investment (reactive)	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training, We hired dedicated Network Automation Engineer(s)"	1 to 2 years	201-1000	"Learned on my own time, Dedicated some time per week at work, Attended formal training"	Currently evaluating it	I don't know	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	No interest	Currently evaluating it	Currently evaluating it	Thinking about it	No interest	Thinking about it	Currently evaluating it	Already in production	No interest	No interest	Thinking about it	Thinking about it	Currently evaluating it	Already in production	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	Already in production	No interest	
10/9/20 10:32	"Configuration generation, Configuration archiving, Anomaly detection, Data Collection / Reporting, Compliance Checks, Topology Mapping"	Rancid/Oxidized	Ansible	1 to 5 per week	1 to 5 per month	Yes	No	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"	We haven’t automated software upgrades	We haven’t automated software qualification	"Telegraf - SNMP, Internally developed collector"	"InfluxDB, Elasticsearch, Splunk, Grafana, Kibana"	"Other active probes (IP SLA/RPM), External probes (pingmesh), SNMP, Syslog"	Up/Down/Threshold alert	"Vagrant, VMWare, GNS3, EVE-NG, Vendor provided solution (CML/VIRL/Junosphere/etc.)"	Yes - we have one or multiple source of data that are accurately representing the network	"An Entreprise CMDB (ServiceNow), An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.), Source Control (GitHub/GitLab/etc.)"	Network Architect / Engineer	251-1000	"Amazon AWS, Big Switch, Cisco IOS/IOS XE/Viptela, Cisco NX-OS/ACI, Extreme Networks (brocade), F5, Palo Alto, VMWare"	"Datacenter, Campus/User Access, Internet Peering, WAN, Public Cloud"	A lot	None	None	None	A little	A little	A little	None	None	None	North America	use open source with support	"Time, Skills Gap"	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training, We hired dedicated Network Automation Engineer(s)"	1 to 2 years	201-1000	"Learned on my own time, Dedicated some time per week at work, Attended formal training"	Already in production	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Already in production	No interest	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	
10/9/20 12:08	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration generation, Configuration deployment, Topology Mapping"	"Version control, Internally developed scripts, ServiceNow"	"Ansible, Internally developed scripts, ServiceNow"	1 to 5 per week	Less than 1 per month	Yes	Partially	"CLI/SSH (Non-Netconf), Netconf, HTTP/HTTPS (Non-Restconf)"	We haven’t automated software upgrades	We haven’t automated software qualification	Internally developed collector	Splunk	"SNMP, Syslog, Routing Information"	We haven’t automated the detection of anomaly	We are not using virtual network devices for training or qualification	Partially - we are trying to maintain some source of data but there is always a drift with the real network	An Entreprise CMDB (ServiceNow)	Software Engineer / Developer	5001-10000	"Amazon AWS, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cumulus, Dell/EMC, F5, Juniper"	"Datacenter, Public Cloud"	A lot	None	None	A lot	None	None	A lot	A lot	None	A little	North America	build internally	Time	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	More than 5 years	"Some of us learned on their own, We hired dedicated Network Automation Engineer(s), We participated in hackathon(s)"	Less than 1 year	201-1000	"Learned on my own time, Dedicated some time per week at work"	Thinking about it	Thinking about it	I don't know	Thinking about it	I don't know	I don't know	Already in production	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	Already in production	Already in production	No interest	Currently evaluating it	I don't know	No interest	Currently evaluating it	I don't know	No interest	No interest	No interest	No interest	Thinking about it	I don't know	I don't know	
10/9/20 14:54	"Configuration generation, Configuration deployment, Data Collection / Reporting"	"FTP/SCP/TFTP, Vendor specific tools, Microsoft Excel"	Internally developed scripts	More than 1 a day	Less than 1 per month	Yes	No	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf), Serial Console"	We haven’t automated software upgrades	We haven’t automated software qualification	We are using a traditional Network Monitoring solution		SNMP	Up/Down/Threshold alert	We are not using virtual network devices for training or qualification	Partially - we are trying to maintain some source of data but there is always a drift with the real network	Spreadsheet	Network Architect / Engineer	1001-5000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco Meraki, Cisco NX-OS/ACI, Extreme Networks (brocade), VMWare"	Campus/User Access	A lot	None	None	None	None	None	A little	None	A little	None	North America	no prefered approach / varies on case by case	"Time, Fear / Distrust of automation, Poor leadership / no automation strategy, Skills Gap"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	2 to 5 years	Some of us learned on their own				Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	No interest	No interest	No interest	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	
10/9/20 15:01	"Configuration archiving, Data Collection / Reporting"	"Version control, FTP/SCP/TFTP, Rancid/Oxidized"	We haven't automated the generation or deployment of our configurations	1 to 5 per week	Less than 1 per month	Yes	No	CLI/SSH (Non-Netconf)	We haven’t automated software upgrades	We haven’t automated software qualification	"Telegraf - SNMP, SNMP Exporter, Node Exporter"	"Prometheus, Grafana"	"ICMP/PING, SNMP, Syslog"	Up/Down/Threshold alert	GNS3	Yes - we have one or multiple source of data that are accurately representing the network	"An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.)"	Network Automation Engineer	51-250	"Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Dell/EMC, Fortinet, Juniper, HPE, Huawei, VMWare"	"Datacenter, Campus/User Access, Service Provider / Edge"	A lot	None	None	A lot	None	None	A lot	None	None	None	Europe	use open source without support	"Time, Fear / Distrust of automation, Poor leadership / no automation strategy, Skills Gap"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"	Less than 1 year	0-200	"Learned on my own time, Dedicated some time per week at work"	Currently evaluating it	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	No interest	Already in production	Already in production	Thinking about it	No interest	Already in production	Already in production	Already in production	Thinking about it	No interest	Already in production	Currently evaluating it	Already in production	No interest	Already in production	Already in production	Already in production	No interest	No interest	Already in production	Thinking about it	No interest	
10/9/20 15:53	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Troubleshooting, Software upgrade, Fault Remediation, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks, Topology Mapping"	"Version control, Vendor specific tools, Internally developed scripts"	"Ansible, Terraform, Internally developed scripts, Network vendor specific tools"	1 to 5 per week	Less than 1 per month	Yes	Partially	"gNMI/gRPC, HTTP/HTTPS (Non-Restconf)"	Network vendor specific tools (DNAC/CVP/Space/PI/etc.)	"Ansible, Another open source project (not listed above)"	"Telegraf - gNMI, Another open source project (not listed above), Network vendor specific collector"	"InfluxDB, Prometheus, Splunk, Network vendor specific tools (CVP/Tetration ..)"	"ICMP/PING, Other active probes (IP SLA/RPM), Syslog, sFlow/Netflow, Routing Information, API, Streaming / Model-Driven Telemetry"	"Up/Down/Threshold alert, Events correlation / rule engine, Events correlation using AI/ML, Proactive monitoring data analysis using AI/ML"	"Vagrant, VMWare, OpenStack, Docker Compose, Kubernetes, Non-VMWare hypervisor (KVM/etc.), GNS3, EVE-NG"	Yes - we have one or multiple source of data that are accurately representing the network	A DCIM (Netbox/Device42/etc.)	Network Architect / Engineer	51-250	"Amazon AWS, Arista, Big Switch, Google GCP, Microsoft Azure, Palo Alto, VMWare"	"Datacenter, Campus/User Access"	A lot	A lot	A little	A little	None	None	A lot	None	None	A little	North America	no prefered approach / varies on case by case	Time	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	More than 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	"Learned on my own time, Dedicated some time per week at work"	Already in production	Already in production	Already in production	Already in production	Already in production	Already in production	Currently evaluating it	Already in production	Currently evaluating it	Already in production	Currently evaluating it	Already in production	Already in production	Already in production	Already in production	Thinking about it	Currently evaluating it	Currently evaluating it	Already in production	Already in production	Already in production	Already in production	Already in production	No interest	No interest	Currently evaluating it	Currently evaluating it	Thinking about it	
